Ido,Idp,Fecha,Nom_art,Tipo_art,Servicio,Precio_art,Cantidad,Monto_trans,Tipo_trans,GPR,Hora_venta,Id_Orden,Id_Pagar,Ref
590.221,590.222,2022-10-30,Aalopuri,Comida rapida,Restaurante,20.00,3,60.00,Efectivo,Sr.,Tarde,590.221,590.222,590
591.221,591.222,2022-10-30,Panipuri,Comida rapida,Domicilio,20.00,14,280.00,Efectivo,Sra.,Maniana,591.221,591.222,591
592.221,592.222,2022-10-30,Aalopuri,Comida rapida,Domicilio,20.00,13,260.00,Efectivo,Sr.,Noche,592.221,592.222,592
593.221,593.222,2022-10-31,Frankie,Comida rapida,Restaurante,50.00,15,750.00,Virtual,Sr.,Maniana,593.221,593.222,593
594.221,594.222,2022-10-31,Frankie,Comida rapida,Restaurante,50.00,10,500.00,Virtual,Sra.,Maniana,594.221,594.222,594
595.221,595.222,2022-10-31,Cafe frio,Bebidas,Domicilio,40.00,5,200.00,Virtual,Sra.,Tarde,595.221,595.222,595
596.221,596.222,2022-11-04,Vadapav,Comida rapida,Restaurante,20.00,6,120.00,Virtual,Sra.,Media noche,596.221,596.222,596
597.221,597.222,2022-11-05,Aalopuri,Comida rapida,Restaurante,20.00,4,80.00,Virtual,Sr.,Maniana,597.221,597.222,597
598.221,598.222,2022-11-06,Cafe frio,Bebidas,Restaurante,40.00,2,80.00,Virtual,Sr.,Noche,598.221,598.222,598
599.221,599.222,2022-11-06,Sandwich,Comida rapida,Domicilio,60.00,6,360.00,Virtual,Sr.,Media noche,599.221,599.222,599
600.221,600.222,2022-11-06,Frankie,Comida rapida,Domicilio,50.00,13,650.00,Efectivo,Sr.,Tarde/noche,600.221,600.222,600
601.221,601.222,2022-11-07,Sandwich,Comida rapida,Restaurante,60.00,15,900.00,Efectivo,Sr.,Tarde,601.221,601.222,601
602.221,602.222,2022-11-07,Sandwich,Comida rapida,Domicilio,60.00,10,600.00,Virtual,Sra.,Media noche,602.221,602.222,602
603.221,603.222,2022-11-09,Jugo cania de azucar,Bebidas,Restaurante,25.00,3,75.00,Efectivo,Sr.,Tarde/noche,603.221,603.222,603
604.221,604.222,2022-11-09,Sandwich,Comida rapida,Restaurante,60.00,6,360.00,Efectivo,Sra.,Maniana,604.221,604.222,604
605.221,605.222,2022-11-09,Panipuri,Comida rapida,Domicilio,20.00,1,20.00,Virtual,Sr.,Maniana,605.221,605.222,605
606.221,606.222,2022-11-09,Aalopuri,Comida rapida,Restaurante,20.00,2,40.00,Virtual,Sr.,Tarde/noche,606.221,606.222,606
607.221,607.222,2022-11-10,Aalopuri,Comida rapida,Restaurante,20.00,15,300.00,Efectivo,Sra.,Maniana,607.221,607.222,607
608.221,608.222,2022-11-10,Cafe frio,Bebidas,Domicilio,40.00,2,80.00,Virtual,Sr.,Noche,608.221,608.222,608
609.221,609.222,2022-11-10,Jugo cania de azucar,Bebidas,Domicilio,25.00,8,200.00,Virtual,Sra.,Media noche,609.221,609.222,609
610.221,610.222,2022-11-10,Frankie,Comida rapida,Restaurante,50.00,7,350.00,Virtual,Sra.,Media noche,610.221,610.222,610
611.221,611.222,2022-11-10,Aalopuri,Comida rapida,Restaurante,20.00,14,280.00,Virtual,Sr.,Media noche,611.221,611.222,611
612.221,612.222,2022-11-10,Jugo cania de azucar,Bebidas,Domicilio,25.00,15,375.00,Cheque,Sra.,Tarde/noche,612.221,612.222,612
613.221,613.222,2022-11-10,Cafe frio,Bebidas,Domicilio,40.00,12,480.00,Virtual,Sra.,Noche,613.221,613.222,613
614.221,614.222,2022-11-10,Cafe frio,Bebidas,Domicilio,40.00,13,520.00,Efectivo,Sr.,Tarde,614.221,614.222,614
615.221,615.222,2022-11-11,Panipuri,Comida rapida,Domicilio,20.00,14,280.00,Efectivo,Sr.,Tarde/noche,615.221,615.222,615
616.221,616.222,2022-11-11,Panipuri,Comida rapida,Domicilio,20.00,11,220.00,Efectivo,Sra.,Tarde,616.221,616.222,616
617.221,617.222,2022-11-12,Sandwich,Comida rapida,Domicilio,60.00,10,600.00,Efectivo,Sra.,Maniana,617.221,617.222,617
618.221,618.222,2022-11-13,Cafe frio,Bebidas,Domicilio,40.00,11,440.00,Cheque,Sr.,Tarde,618.221,618.222,618
619.221,619.222,2022-11-13,Frankie,Comida rapida,Restaurante,50.00,11,550.00,Cheque,Sr.,Tarde/noche,619.221,619.222,619
620.221,620.222,2022-11-14,Vadapav,Comida rapida,Restaurante,20.00,10,200.00,Efectivo,Sr.,Tarde/noche,620.221,620.222,620
621.221,621.222,2022-11-14,Jugo cania de azucar,Bebidas,Domicilio,25.00,1,25.00,Virtual,Sra.,Tarde/noche,621.221,621.222,621
622.221,622.222,2022-11-15,Jugo cania de azucar,Bebidas,Domicilio,25.00,6,150.00,Virtual,Sra.,Media noche,622.221,622.222,622
623.221,623.222,2022-11-15,Cafe frio,Bebidas,Restaurante,40.00,15,600.00,Virtual,Sr.,Tarde,623.221,623.222,623
624.221,624.222,2022-11-15,Frankie,Comida rapida,Restaurante,50.00,6,300.00,Efectivo,Sra.,Tarde/noche,624.221,624.222,624
625.221,625.222,2022-11-16,Panipuri,Comida rapida,Domicilio,20.00,2,40.00,Virtual,Sra.,Maniana,625.221,625.222,625
626.221,626.222,2022-11-16,Vadapav,Comida rapida,Domicilio,20.00,10,200.00,Efectivo,Sr.,Tarde,626.221,626.222,626
627.221,627.222,2022-11-17,Panipuri,Comida rapida,Domicilio,20.00,10,200.00,Efectivo,Sra.,Tarde/noche,627.221,627.222,627
628.221,628.222,2022-11-17,Cafe frio,Bebidas,Domicilio,40.00,5,200.00,Efectivo,Sra.,Tarde,628.221,628.222,628
629.221,629.222,2022-11-17,Panipuri,Comida rapida,Domicilio,20.00,13,260.00,Efectivo,Sr.,Tarde/noche,629.221,629.222,629
630.221,630.222,2022-11-17,Cafe frio,Bebidas,Restaurante,40.00,15,600.00,Cheque,Sra.,Tarde,630.221,630.222,630
631.221,631.222,2022-11-18,Sandwich,Comida rapida,Domicilio,60.00,4,240.00,Virtual,Sr.,Maniana,631.221,631.222,631
632.221,632.222,2022-11-18,Panipuri,Comida rapida,Domicilio,20.00,14,280.00,Virtual,Sr.,Noche,632.221,632.222,632
633.221,633.222,2022-11-19,Frankie,Comida rapida,Restaurante,50.00,12,600.00,Virtual,Sra.,Noche,633.221,633.222,633
634.221,634.222,2022-11-19,Frankie,Comida rapida,Restaurante,50.00,12,600.00,Cheque,Sr.,Maniana,634.221,634.222,634
635.221,635.222,2022-11-20,Vadapav,Comida rapida,Domicilio,20.00,1,20.00,Efectivo,Sr.,Tarde,635.221,635.222,635
636.221,636.222,2022-11-20,Panipuri,Comida rapida,Domicilio,20.00,12,240.00,Efectivo,Sr.,Tarde,636.221,636.222,636
637.221,637.222,2022-11-20,Aalopuri,Comida rapida,Domicilio,20.00,2,40.00,Efectivo,Sr.,Maniana,637.221,637.222,637
638.221,638.222,2022-11-21,Aalopuri,Comida rapida,Restaurante,20.00,5,100.00,Virtual,Sra.,Tarde,638.221,638.222,638
639.221,639.222,2022-11-22,Sandwich,Comida rapida,Restaurante,60.00,10,600.00,Virtual,Sra.,Media noche,639.221,639.222,639
640.221,640.222,2022-11-22,Cafe frio,Bebidas,Domicilio,40.00,9,360.00,Efectivo,Sr.,Tarde/noche,640.221,640.222,640
641.221,641.222,2022-11-23,Panipuri,Comida rapida,Domicilio,20.00,11,220.00,Efectivo,Sra.,Media noche,641.221,641.222,641
642.221,642.222,2022-11-23,Frankie,Comida rapida,Restaurante,50.00,5,250.00,Virtual,Sr.,Media noche,642.221,642.222,642
643.221,643.222,2022-11-23,Aalopuri,Comida rapida,Restaurante,20.00,15,300.00,Virtual,Sr.,Tarde,643.221,643.222,643
644.221,644.222,2022-11-23,Frankie,Comida rapida,Domicilio,50.00,4,200.00,Virtual,Sr.,Tarde,644.221,644.222,644
645.221,645.222,2022-11-24,Cafe frio,Bebidas,Restaurante,40.00,3,120.00,Cheque,Sra.,Tarde/noche,645.221,645.222,645
646.221,646.222,2022-11-24,Sandwich,Comida rapida,Restaurante,60.00,7,420.00,Efectivo,Sr.,Noche,646.221,646.222,646
647.221,647.222,2022-11-24,Vadapav,Comida rapida,Restaurante,20.00,10,200.00,Virtual,Sra.,Maniana,647.221,647.222,647
648.221,648.222,2022-11-25,Frankie,Comida rapida,Restaurante,50.00,4,200.00,Virtual,Sr.,Maniana,648.221,648.222,648
649.221,649.222,2022-11-25,Cafe frio,Bebidas,Domicilio,40.00,10,400.00,Efectivo,Sr.,Maniana,649.221,649.222,649
650.221,650.222,2022-11-25,Cafe frio,Bebidas,Domicilio,40.00,5,200.00,Efectivo,Sr.,Tarde,650.221,650.222,650
651.221,651.222,2022-11-26,Frankie,Comida rapida,Restaurante,50.00,7,350.00,Efectivo,Sra.,Media noche,651.221,651.222,651
652.221,652.222,2022-11-26,Panipuri,Comida rapida,Domicilio,20.00,10,200.00,Virtual,Sr.,Noche,652.221,652.222,652
653.221,653.222,2022-11-26,Cafe frio,Bebidas,Domicilio,40.00,11,440.00,Efectivo,Sr.,Noche,653.221,653.222,653
654.221,654.222,2022-11-27,Jugo cania de azucar,Bebidas,Domicilio,25.00,13,325.00,Virtual,Sra.,Tarde,654.221,654.222,654
655.221,655.222,2022-11-27,Jugo cania de azucar,Bebidas,Restaurante,25.00,10,250.00,Virtual,Sr.,Noche,655.221,655.222,655
656.221,656.222,2022-11-28,Aalopuri,Comida rapida,Domicilio,20.00,7,140.00,Virtual,Sra.,Media noche,656.221,656.222,656
657.221,657.222,2022-11-28,Aalopuri,Comida rapida,Restaurante,20.00,7,140.00,Efectivo,Sr.,Tarde,657.221,657.222,657
658.221,658.222,2022-11-28,Jugo cania de azucar,Bebidas,Domicilio,25.00,1,25.00,Efectivo,Sra.,Tarde/noche,658.221,658.222,658
659.221,659.222,2022-11-28,Sandwich,Comida rapida,Restaurante,60.00,6,360.00,Virtual,Sra.,Media noche,659.221,659.222,659
660.221,660.222,2022-11-28,Cafe frio,Bebidas,Restaurante,40.00,9,360.00,Cheque,Sr.,Noche,660.221,660.222,660
661.221,661.222,2022-11-28,Vadapav,Comida rapida,Domicilio,20.00,8,160.00,Virtual,Sra.,Media noche,661.221,661.222,661
662.221,662.222,2022-11-29,Sandwich,Comida rapida,Restaurante,60.00,10,600.00,Efectivo,Sra.,Tarde,662.221,662.222,662
663.221,663.222,2022-11-29,Frankie,Comida rapida,Domicilio,50.00,15,750.00,Efectivo,Sra.,Media noche,663.221,663.222,663
664.221,664.222,2022-11-29,Jugo cania de azucar,Bebidas,Restaurante,25.00,13,325.00,Virtual,Sra.,Media noche,664.221,664.222,664
665.221,665.222,2022-11-30,Jugo cania de azucar,Bebidas,Restaurante,25.00,10,250.00,Virtual,Sra.,Tarde,665.221,665.222,665
666.221,666.222,2022-11-30,Panipuri,Comida rapida,Restaurante,20.00,10,200.00,Virtual,Sr.,Media noche,666.221,666.222,666
667.221,667.222,2022-12-04,Sandwich,Comida rapida,Restaurante,60.00,1,60.00,Virtual,Sr.,Maniana,667.221,667.222,667
668.221,668.222,2022-12-04,Vadapav,Comida rapida,Domicilio,20.00,10,200.00,Virtual,Sr.,Media noche,668.221,668.222,668
669.221,669.222,2022-12-05,Jugo cania de azucar,Bebidas,Restaurante,25.00,8,200.00,Virtual,Sr.,Noche,669.221,669.222,669
670.221,670.222,2022-12-05,Panipuri,Comida rapida,Domicilio,20.00,10,200.00,Efectivo,Sr.,Tarde/noche,670.221,670.222,670
671.221,671.222,2022-12-05,Aalopuri,Comida rapida,Domicilio,20.00,13,260.00,Efectivo,Sr.,Maniana,671.221,671.222,671
672.221,672.222,2022-12-05,Aalopuri,Comida rapida,Domicilio,20.00,2,40.00,Efectivo,Sr.,Media noche,672.221,672.222,672
673.221,673.222,2022-12-06,Frankie,Comida rapida,Restaurante,50.00,13,650.00,Efectivo,Sr.,Noche,673.221,673.222,673
674.221,674.222,2022-12-07,Vadapav,Comida rapida,Domicilio,20.00,8,160.00,Virtual,Sra.,Noche,674.221,674.222,674
675.221,675.222,2022-12-07,Frankie,Comida rapida,Domicilio,50.00,13,650.00,Virtual,Sr.,Tarde/noche,675.221,675.222,675
676.221,676.222,2022-12-08,Frankie,Comida rapida,Domicilio,50.00,15,750.00,Efectivo,Sr.,Media noche,676.221,676.222,676
677.221,677.222,2022-12-08,Sandwich,Comida rapida,Restaurante,60.00,6,360.00,Virtual,Sr.,Tarde/noche,677.221,677.222,677
678.221,678.222,2022-12-08,Jugo cania de azucar,Bebidas,Restaurante,25.00,15,375.00,Virtual,Sra.,Tarde/noche,678.221,678.222,678
679.221,679.222,2022-12-09,Jugo cania de azucar,Bebidas,Restaurante,25.00,8,200.00,Efectivo,Sra.,Media noche,679.221,679.222,679
680.221,680.222,2022-12-09,Jugo cania de azucar,Bebidas,Restaurante,25.00,15,375.00,Efectivo,Sra.,Media noche,680.221,680.222,680
681.221,681.222,2022-12-10,Cafe frio,Bebidas,Domicilio,40.00,11,440.00,Virtual,Sra.,Tarde,681.221,681.222,681
682.221,682.222,2022-12-10,Vadapav,Comida rapida,Restaurante,20.00,10,200.00,Efectivo,Sr.,Tarde/noche,682.221,682.222,682
683.221,683.222,2022-12-11,Panipuri,Comida rapida,Restaurante,20.00,5,100.00,Efectivo,Sra.,Media noche,683.221,683.222,683
684.221,684.222,2022-12-11,Cafe frio,Bebidas,Restaurante,40.00,7,280.00,Virtual,Sr.,Noche,684.221,684.222,684
685.221,685.222,2022-12-11,Sandwich,Comida rapida,Restaurante,60.00,3,180.00,Cheque,Sra.,Media noche,685.221,685.222,685
686.221,686.222,2022-12-11,Panipuri,Comida rapida,Domicilio,20.00,6,120.00,Efectivo,Sr.,Tarde/noche,686.221,686.222,686
687.221,687.222,2022-12-12,Aalopuri,Comida rapida,Restaurante,20.00,8,160.00,Efectivo,Sr.,Tarde,687.221,687.222,687
688.221,688.222,2022-12-12,Aalopuri,Comida rapida,Restaurante,20.00,13,260.00,Virtual,Sra.,Tarde,688.221,688.222,688
689.221,689.222,2022-12-12,Panipuri,Comida rapida,Domicilio,20.00,10,200.00,Virtual,Sr.,Tarde/noche,689.221,689.222,689
690.221,690.222,2022-12-13,Vadapav,Comida rapida,Restaurante,20.00,3,60.00,Efectivo,Sr.,Noche,690.221,690.222,690
691.221,691.222,2022-12-13,Jugo cania de azucar,Bebidas,Domicilio,25.00,10,250.00,Efectivo,Sr.,Noche,691.221,691.222,691
692.221,692.222,2022-12-13,Frankie,Comida rapida,Domicilio,50.00,15,750.00,Efectivo,Sra.,Media noche,692.221,692.222,692
693.221,693.222,2022-12-14,Vadapav,Comida rapida,Restaurante,20.00,6,120.00,Cheque,Sr.,Noche,693.221,693.222,693
694.221,694.222,2022-12-14,Aalopuri,Comida rapida,Domicilio,20.00,14,280.00,Virtual,Sra.,Maniana,694.221,694.222,694
695.221,695.222,2022-12-14,Sandwich,Comida rapida,Restaurante,60.00,15,900.00,Virtual,Sra.,Maniana,695.221,695.222,695
696.221,696.222,2022-12-14,Panipuri,Comida rapida,Restaurante,20.00,13,260.00,Virtual,Sr.,Tarde,696.221,696.222,696
697.221,697.222,2022-12-14,Jugo cania de azucar,Bebidas,Domicilio,25.00,14,350.00,Efectivo,Sr.,Tarde,697.221,697.222,697
698.221,698.222,2022-12-15,Vadapav,Comida rapida,Domicilio,20.00,4,80.00,Efectivo,Sra.,Maniana,698.221,698.222,698
699.221,699.222,2022-12-15,Panipuri,Comida rapida,Domicilio,20.00,7,140.00,Cheque,Sr.,Tarde/noche,699.221,699.222,699
700.221,700.222,2022-12-15,Vadapav,Comida rapida,Domicilio,20.00,9,180.00,Efectivo,Sra.,Tarde,700.221,700.222,700
701.221,701.222,2022-12-16,Panipuri,Comida rapida,Restaurante,20.00,2,40.00,Virtual,Sr.,Noche,701.221,701.222,701
702.221,702.222,2022-12-16,Aalopuri,Comida rapida,Restaurante,20.00,5,100.00,Virtual,Sr.,Noche,702.221,702.222,702
703.221,703.222,2022-12-17,Cafe frio,Bebidas,Domicilio,40.00,2,80.00,Cheque,Sr.,Noche,703.221,703.222,703
704.221,704.222,2022-12-17,Sandwich,Comida rapida,Domicilio,60.00,13,780.00,Virtual,Sr.,Tarde/noche,704.221,704.222,704
705.221,705.222,2022-12-17,Vadapav,Comida rapida,Restaurante,20.00,3,60.00,Virtual,Sra.,Media noche,705.221,705.222,705
706.221,706.222,2022-12-17,Panipuri,Comida rapida,Restaurante,20.00,14,280.00,Efectivo,Sr.,Tarde,706.221,706.222,706
707.221,707.222,2022-12-18,Vadapav,Comida rapida,Domicilio,20.00,10,200.00,Efectivo,Sra.,Media noche,707.221,707.222,707
708.221,708.222,2022-12-19,Vadapav,Comida rapida,Restaurante,20.00,2,40.00,Cheque,Sr.,Maniana,708.221,708.222,708
709.221,709.222,2022-12-20,Aalopuri,Comida rapida,Domicilio,20.00,5,100.00,Virtual,Sr.,Media noche,709.221,709.222,709
710.221,710.222,2022-12-21,Cafe frio,Bebidas,Domicilio,40.00,15,600.00,Efectivo,Sr.,Tarde/noche,710.221,710.222,710
711.221,711.222,2022-12-21,Cafe frio,Bebidas,Restaurante,40.00,13,520.00,Cheque,Sra.,Tarde,711.221,711.222,711
712.221,712.222,2022-12-21,Aalopuri,Comida rapida,Domicilio,20.00,10,200.00,Virtual,Sra.,Media noche,712.221,712.222,712
713.221,713.222,2022-12-22,Panipuri,Comida rapida,Restaurante,20.00,14,280.00,Virtual,Sr.,Noche,713.221,713.222,713
714.221,714.222,2022-12-22,Panipuri,Comida rapida,Restaurante,20.00,9,180.00,Virtual,Sra.,Tarde,714.221,714.222,714
715.221,715.222,2022-12-22,Panipuri,Comida rapida,Restaurante,20.00,2,40.00,Cheque,Sra.,Media noche,715.221,715.222,715
716.221,716.222,2022-12-22,Sandwich,Comida rapida,Restaurante,60.00,12,720.00,Efectivo,Sra.,Tarde/noche,716.221,716.222,716
717.221,717.222,2022-12-23,Aalopuri,Comida rapida,Domicilio,20.00,14,280.00,Efectivo,Sr.,Tarde/noche,717.221,717.222,717
718.221,718.222,2022-12-23,Cafe frio,Bebidas,Restaurante,40.00,13,520.00,Virtual,Sra.,Media noche,718.221,718.222,718
719.221,719.222,2022-12-23,Cafe frio,Bebidas,Domicilio,40.00,4,160.00,Virtual,Sra.,Media noche,719.221,719.222,719
720.221,720.222,2022-12-24,Vadapav,Comida rapida,Restaurante,20.00,1,20.00,Virtual,Sr.,Maniana,720.221,720.222,720
721.221,721.222,2022-12-24,Jugo cania de azucar,Bebidas,Restaurante,25.00,8,200.00,Virtual,Sr.,Tarde,721.221,721.222,721
722.221,722.222,2022-12-24,Vadapav,Comida rapida,Restaurante,20.00,1,20.00,Virtual,Sra.,Media noche,722.221,722.222,722
723.221,723.222,2022-12-24,Panipuri,Comida rapida,Domicilio,20.00,6,120.00,Efectivo,Sra.,Maniana,723.221,723.222,723
724.221,724.222,2022-12-24,Vadapav,Comida rapida,Restaurante,20.00,7,140.00,Virtual,Sra.,Maniana,724.221,724.222,724
725.221,725.222,2022-12-25,Vadapav,Comida rapida,Restaurante,20.00,14,280.00,Efectivo,Sra.,Tarde,725.221,725.222,725
726.221,726.222,2022-12-25,Cafe frio,Bebidas,Restaurante,40.00,10,400.00,Efectivo,Sra.,Maniana,726.221,726.222,726
727.221,727.222,2022-12-25,Frankie,Comida rapida,Restaurante,50.00,5,250.00,Virtual,Sr.,Tarde,727.221,727.222,727
728.221,728.222,2022-12-25,Jugo cania de azucar,Bebidas,Domicilio,25.00,11,275.00,Virtual,Sr.,Maniana,728.221,728.222,728
729.221,729.222,2022-12-25,Jugo cania de azucar,Bebidas,Domicilio,25.00,13,325.00,Virtual,Sr.,Media noche,729.221,729.222,729
730.221,730.222,2022-12-26,Cafe frio,Bebidas,Restaurante,40.00,8,320.00,Efectivo,Sr.,Maniana,730.221,730.222,730
731.221,731.222,2022-12-26,Cafe frio,Bebidas,Restaurante,40.00,12,480.00,Efectivo,Sra.,Media noche,731.221,731.222,731
732.221,732.222,2022-12-27,Jugo cania de azucar,Bebidas,Domicilio,25.00,9,225.00,Efectivo,Sra.,Tarde,732.221,732.222,732
733.221,733.222,2022-12-27,Vadapav,Comida rapida,Domicilio,20.00,3,60.00,Virtual,Sr.,Maniana,733.221,733.222,733
734.221,734.222,2022-12-27,Cafe frio,Bebidas,Domicilio,40.00,11,440.00,Efectivo,Sr.,Media noche,734.221,734.222,734
735.221,735.222,2022-12-28,Panipuri,Comida rapida,Domicilio,20.00,14,280.00,Virtual,Sra.,Maniana,735.221,735.222,735
736.221,736.222,2022-12-28,Jugo cania de azucar,Bebidas,Domicilio,25.00,7,175.00,Efectivo,Sr.,Noche,736.221,736.222,736
737.221,737.222,2022-12-28,Panipuri,Comida rapida,Restaurante,20.00,14,280.00,Efectivo,Sra.,Noche,737.221,737.222,737
738.221,738.222,2022-12-28,Cafe frio,Bebidas,Domicilio,40.00,1,40.00,Efectivo,Sra.,Noche,738.221,738.222,738
739.221,739.222,2022-12-28,Aalopuri,Comida rapida,Domicilio,20.00,2,40.00,Virtual,Sr.,Tarde,739.221,739.222,739
740.221,740.222,2022-12-29,Aalopuri,Comida rapida,Domicilio,20.00,4,80.00,Efectivo,Sr.,Maniana,740.221,740.222,740
741.221,741.222,2022-12-29,Panipuri,Comida rapida,Restaurante,20.00,13,260.00,Efectivo,Sra.,Media noche,741.221,741.222,741
742.221,742.222,2022-12-29,Panipuri,Comida rapida,Restaurante,20.00,12,240.00,Cheque,Sra.,Tarde,742.221,742.222,742
743.221,743.222,2022-12-29,Jugo cania de azucar,Bebidas,Restaurante,25.00,14,350.00,Efectivo,Sra.,Tarde/noche,743.221,743.222,743
744.221,744.222,2022-12-30,Jugo cania de azucar,Bebidas,Domicilio,25.00,12,300.00,Efectivo,Sra.,Maniana,744.221,744.222,744
745.221,745.222,2022-12-30,Jugo cania de azucar,Bebidas,Domicilio,25.00,2,50.00,Efectivo,Sr.,Maniana,745.221,745.222,745
746.221,746.222,2022-12-31,Cafe frio,Bebidas,Domicilio,40.00,13,520.00,Cheque,Sra.,Noche,746.221,746.222,746
1.231,1.232,2023-01-01,Sandwich,Comida rapida,Restaurante,60.00,13,780.00,Virtual,Sra.,Media noche,1.231,1.232,747
2.231,2.232,2023-01-01,Aalopuri,Comida rapida,Restaurante,20.00,15,300.00,Virtual,Sr.,Noche,2.231,2.232,748
3.231,3.232,2023-01-02,Frankie,Comida rapida,Restaurante,50.00,6,300.00,Virtual,Sra.,Maniana,3.231,3.232,749
4.231,4.232,2023-01-02,Cafe frio,Bebidas,Restaurante,40.00,15,600.00,Efectivo,Sr.,Noche,4.231,4.232,750
5.231,5.232,2023-01-02,Frankie,Comida rapida,Domicilio,50.00,1,50.00,Virtual,Sr.,Tarde/noche,5.231,5.232,751
6.231,6.232,2023-01-03,Cafe frio,Bebidas,Restaurante,40.00,11,440.00,Efectivo,Sr.,Media noche,6.231,6.232,752
7.231,7.232,2023-01-03,Jugo cania de azucar,Bebidas,Restaurante,25.00,7,175.00,Efectivo,Sra.,Tarde/noche,7.231,7.232,753
8.231,8.232,2023-01-03,Sandwich,Comida rapida,Domicilio,60.00,4,240.00,Virtual,Sra.,Maniana,8.231,8.232,754
9.231,9.232,2023-01-03,Vadapav,Comida rapida,Restaurante,20.00,12,240.00,Virtual,Sr.,Noche,9.231,9.232,755
10.231,10.232,2023-01-03,Sandwich,Comida rapida,Restaurante,60.00,14,840.00,Efectivo,Sr.,Noche,10.231,10.232,756
11.231,11.232,2023-01-13,Jugo cania de azucar,Bebidas,Domicilio,25.00,15,375.00,Cheque,Sr.,Noche,11.231,11.232,757
12.231,12.232,2023-01-13,Panipuri,Comida rapida,Restaurante,20.00,6,120.00,Virtual,Sr.,Tarde/noche,12.231,12.232,758
13.231,13.232,2023-01-13,Frankie,Comida rapida,Restaurante,50.00,14,700.00,Virtual,Sr.,Tarde,13.231,13.232,759
14.231,14.232,2023-01-14,Aalopuri,Comida rapida,Restaurante,20.00,8,160.00,Virtual,Sr.,Media noche,14.231,14.232,760
15.231,15.232,2023-01-14,Cafe frio,Bebidas,Restaurante,40.00,10,400.00,Efectivo,Sra.,Noche,15.231,15.232,761
16.231,16.232,2023-01-14,Cafe frio,Bebidas,Domicilio,40.00,3,120.00,Efectivo,Sra.,Media noche,16.231,16.232,762
17.231,17.232,2023-01-15,Jugo cania de azucar,Bebidas,Domicilio,25.00,12,300.00,Virtual,Sr.,Tarde/noche,17.231,17.232,763
18.231,18.232,2023-01-15,Aalopuri,Comida rapida,Restaurante,20.00,1,20.00,Efectivo,Sr.,Media noche,18.231,18.232,764
19.231,19.232,2023-01-16,Frankie,Comida rapida,Restaurante,50.00,2,100.00,Efectivo,Sra.,Media noche,19.231,19.232,765
20.231,20.232,2023-01-16,Panipuri,Comida rapida,Restaurante,20.00,14,280.00,Virtual,Sr.,Media noche,20.231,20.232,766
21.231,21.232,2023-01-16,Panipuri,Comida rapida,Domicilio,20.00,3,60.00,Efectivo,Sr.,Tarde/noche,21.231,21.232,767
22.231,22.232,2023-01-16,Sandwich,Comida rapida,Restaurante,60.00,13,780.00,Cheque,Sr.,Noche,22.231,22.232,768
23.231,23.232,2023-01-16,Sandwich,Comida rapida,Domicilio,60.00,10,600.00,Virtual,Sr.,Tarde/noche,23.231,23.232,769
24.231,24.232,2023-01-17,Frankie,Comida rapida,Restaurante,50.00,6,300.00,Virtual,Sra.,Tarde,24.231,24.232,770
25.231,25.232,2023-01-18,Jugo cania de azucar,Bebidas,Domicilio,25.00,5,125.00,Efectivo,Sr.,Tarde,25.231,25.232,771
26.231,26.232,2023-01-18,Vadapav,Comida rapida,Restaurante,20.00,2,40.00,Virtual,Sra.,Tarde/noche,26.231,26.232,772
27.231,27.232,2023-01-18,Sandwich,Comida rapida,Domicilio,60.00,7,420.00,Efectivo,Sra.,Noche,27.231,27.232,773
28.231,28.232,2023-01-19,Sandwich,Comida rapida,Restaurante,60.00,8,480.00,Efectivo,Sr.,Noche,28.231,28.232,774
29.231,29.232,2023-01-19,Jugo cania de azucar,Bebidas,Domicilio,25.00,12,300.00,Efectivo,Sr.,Tarde/noche,29.231,29.232,775
30.231,30.232,2023-01-20,Cafe frio,Bebidas,Domicilio,40.00,2,80.00,Virtual,Sr.,Noche,30.231,30.232,776
31.231,31.232,2023-01-20,Frankie,Comida rapida,Domicilio,50.00,14,700.00,Efectivo,Sr.,Media noche,31.231,31.232,777
32.231,32.232,2023-01-20,Frankie,Comida rapida,Domicilio,50.00,6,300.00,Efectivo,Sra.,Maniana,32.231,32.232,778
33.231,33.232,2023-01-20,Jugo cania de azucar,Bebidas,Domicilio,25.00,9,225.00,Efectivo,Sra.,Tarde/noche,33.231,33.232,779
34.231,34.232,2023-01-21,Cafe frio,Bebidas,Domicilio,40.00,13,520.00,Cheque,Sr.,Noche,34.231,34.232,780
35.231,35.232,2023-01-21,Panipuri,Comida rapida,Domicilio,20.00,2,40.00,Virtual,Sr.,Tarde,35.231,35.232,781
36.231,36.232,2023-01-21,Jugo cania de azucar,Bebidas,Restaurante,25.00,15,375.00,Virtual,Sra.,Tarde,36.231,36.232,782
37.231,37.232,2023-01-22,Panipuri,Comida rapida,Restaurante,20.00,15,300.00,Virtual,Sr.,Media noche,37.231,37.232,783
38.231,38.232,2023-01-23,Sandwich,Comida rapida,Domicilio,60.00,7,420.00,Virtual,Sra.,Tarde,38.231,38.232,784
39.231,39.232,2023-01-23,Jugo cania de azucar,Bebidas,Domicilio,25.00,6,150.00,Efectivo,Sra.,Noche,39.231,39.232,785
40.231,40.232,2023-01-24,Jugo cania de azucar,Bebidas,Domicilio,25.00,8,200.00,Efectivo,Sra.,Noche,40.231,40.232,786
